Created by Online2PDF.com,,,,,,,,,,
TABEL BUKU INDUK,,,,,,,,,,
Ex JAKARTA - EFEKTIF: 15 APRIL 2013,,,,,,,,,,
Wilayah Kota,,,,,,,,,,
abc,,,,,,,,,,
Coding,,Kabupaten,Kecamatan,City Code,,,OKE,,TARIF YES,Page
,,,,,TARIF,ETD,TARIF,ETD,,
,,,,,,,,,,
BTJ21514,,Aceh Utara,Sawang,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21515,,Aceh Utara,Seunuddon,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21516,,Aceh Utara,Simpang Keuramat,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21517,,Aceh Utara,Syamtalira Aron,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21518,,Aceh Utara,Syamtalira Bayu,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21519,,Aceh Utara,Tanah Luas,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21520,,Aceh Utara,Tanah Jambo Aye,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21521,,Aceh Utara,Tanah Pasir,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21600,,Bener Meriah,Simpang Tiga Redelon,BTJ,48000,2 - 3,41000,3 - 6,-,12
BTJ21601,,Bener Meriah,Bandar,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21602,,Bener Meriah,Bukit,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21603,,Bener Meriah,Permata,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21604,,Bener Meriah,Pintu Rime,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21605,,Bener Meriah,Syiah Kuala,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21606,,Bener Meriah,Timang Gajah,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21607,,Bener Meriah,Wih Pesam,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21700,,Gayo Lues,Blang Kejeren,BTJ,48000,2 - 3,41000,3 - 6,-,12
BTJ21701,,Gayo Lues,Kuta Panjang,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21702,,Gayo Lues,Pining,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21703,,Gayo Lues,Rikit Gaib,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21704,,Gayo Lues,Terangon,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21705,,Gayo Lues,Putri Betung,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21706,,Gayo Lues,Blang Pegayon,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21707,,Gayo Lues,Dabung Gelang,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21708,,Gayo Lues,Blang Jerango,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21709,,Gayo Lues,Teripe Jaya,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21713,,Gayo Lues,Pantan Jaya,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21800,,Nagan Raya,Suka Makmue,BTJ,48000,2 - 3,41000,3 - 6,-,12
BTJ21801,,Nagan Raya,Beutong,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21802,,Nagan Raya,Darul Makmur,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21803,,Nagan Raya,Kuala,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21804,,Nagan Raya,Seunagan,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21805,,Nagan Raya,Seunagan Timur,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21900,,Pidie Jaya,Meureudu,BTJ,48000,2 - 3,41000,3 - 6,-,12
BTJ21901,,Pidie Jaya,Ulim,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21902,,Pidie Jaya,Jangka Buya,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21903,,Pidie Jaya,Bandar Dua,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21904,,Pidie Jaya,Meurah Dua,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21905,,Pidie Jaya,Bandar Baru,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21906,,Pidie Jaya,Panteraja,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ21907,,Pidie Jaya,Trienggading,BTJ,60000,3 - 6,52000,4 - 7,-,12
BTJ22100,,Simeuleu,Sinabang,BTJ,90000,10~,-,-,-,12
BTJ22101,,Simeuleu,Alafan,BTJ,90000,10~,-,-,-,12
BTJ22102,,Simeuleu,Salang,BTJ,90000,10~,-,-,-,12
BTJ22103,,Simeuleu,Simeulue Tengah,BTJ,90000,10~,-,-,-,12
BTJ22104,,Simeuleu,Simeulue Timur,BTJ,90000,10~,-,-,-,12
BTJ22105,,Simeuleu,Simuelue Barat,BTJ,90000,10~,-,-,-,12
BTJ22106,,Simeuleu,Teluk Dalam,BTJ,90000,10~,-,-,-,12
BTJ22107,,Simeuleu,Teupah Selatan,BTJ,90000,10~,-,-,-,12
BTJ22108,,Simeuleu,Teupah Barat,BTJ,90000,10~,-,-,-,12
BTJ22200,,Subulussalam,Subulussalam,BTJ,48000,2 - 3,41000,3 - 6,-,12
BTJ22201,,Subulussalam,Simpang Kiri,BTJ,48000,2 - 3,41000,3 - 6,-,12
BTJ22202,,Subulussalam,Penanggalan,BTJ,48000,2 - 3,41000,3 - 6,-,12
BTJ22203,,Subulussalam,Rundeng,BTJ,48000,2 - 3,41000,3 - 6,-,12
BTJ22204,,Subulussalam,Sultan Daulat,BTJ,48000,2 - 3,41000,3 - 6,-,12
BTJ22205,,Subulussalam,Longkip,BTJ,48000,2 - 3,41000,3 - 6,-,12
CBN10000,,Cirebon,Cirebon,CBN,10000,1 - 2,9000,2 - 3,19000,12
CBN10006,,Cirebon,Cirebon Barat,CBN,10000,1 - 2,9000,2 - 3,19000,12
CBN10034,,Cirebon,Harjamukti,CBN,10000,1 - 2,9000,2 - 3,19000,12
CBN10035,,Cirebon,Kejaksan,CBN,10000,1 - 2,9000,2 - 3,19000,12
CBN10036,,Cirebon,Kesambi,CBN,10000,1 - 2,9000,2 - 3,19000,12
CBN10037,,Cirebon,Lemahwungkuk,CBN,10000,1 - 2,9000,2 - 3,19000,12
CBN10038,,Cirebon,Pekalipan,CBN,10000,1 - 2,9000,2 - 3,19000,12
CBN20100,,Indramayu,Indramayu,CBN,13000,2 - 3,12000,3 - 6,19000,12
CBN20101,,Indramayu,Anjatan,CBN,16000,3 - 6,15000,4 - 7,-,12
CBN20102,,Indramayu,Balongan,CBN,16000,3 - 6,15000,4 - 7,19000,12
CBN20103,,Indramayu,Bangodua,CBN,16000,3 - 6,15000,4 - 7,-,12
CBN20104,,Indramayu,Bongas,CBN,16000,3 - 6,15000,4 - 7,-,12
CBN20105,,Indramayu,Cikedung,CBN,16000,3 - 6,15000,4 - 7,-,12
CBN20106,,Indramayu,Gabus Wetan,CBN,16000,3 - 6,15000,4 - 7,-,12
CBN20107,,Indramayu,Haurgeulis,CBN,16000,3 - 6,15000,4 - 7,-,12
CBN20108,,Indramayu,Jatibarang,CBN,13000,2 - 3,12000,3 - 6,19000,12
CBN20109,,Indramayu,Juntiyuat,CBN,16000,3 - 6,15000,4 - 7,19000,12
CBN20110,,Indramayu,Kandanghaur,CBN,16000,3 - 6,15000,4 - 7,-,12
CBN20111,,Indramayu,Karangampel,CBN,16000,3 - 6,15000,4 - 7,-,12
CBN20112,,Indramayu,Kertasemaya,CBN,16000,3 - 6,15000,4 - 7,-,12
CBN20113,,Indramayu,Krangkeng,CBN,16000,3 - 6,15000,4 - 7,-,12
CBN20114,,Indramayu,Kroya,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20115,,Indramayu,Lelea,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20116,,Indramayu,Lohbener,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20117,,Indramayu,Losarang,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20118,,Indramayu,Sliyeg,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20119,,Indramayu,Sukra,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20120,,Indramayu,Widasari,CBN,16000,3 - 6,15000,4 - 7,19000,13
CBN20121,,Indramayu,Arahan,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20122,,Indramayu,Cantigi,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20123,,Indramayu,Gantar,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20124,,Indramayu,Kedokan Bunder,CBN,16000,3 - 6,15000,4 - 7,19000,13
CBN20125,,Indramayu,Sindang,CBN,16000,3 - 6,15000,4 - 7,19000,13
CBN20126,,Indramayu,Sukagumiwang,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20127,,Indramayu,Trisi,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20200,,Kuningan,Kuningan,CBN,13000,2 - 3,12000,3 - 6,19000,13
CBN20202,,Kuningan,Ciawi Gebang,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20203,,Kuningan,Cibingbin,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20204,,Kuningan,Cibeureum,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20205,,Kuningan,Cidahu,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20206,,Kuningan,Cigugur,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20208,,Kuningan,Cilimus,CBN,16000,3 - 6,15000,4 - 7,19000,13
CBN20209,,Kuningan,Cilebak,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20210,,Kuningan,Cimahi,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20211,,Kuningan,Ciniru,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20212,,Kuningan,Cipicung,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20213,,Kuningan,Darma,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20214,,Kuningan,Garawangi,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20215,,Kuningan,Hantara,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20216,,Kuningan,Jalaksana,CBN,16000,3 - 6,15000,4 - 7,19000,13
CBN20217,,Kuningan,Japara,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20218,,Kuningan,Kadugede,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20219,,Kuningan,Kalimanggis,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20220,,Kuningan,Karangkancana,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20221,,Kuningan,Kramatmulya,CBN,16000,3 - 6,15000,4 - 7,19000,13
CBN20222,,Kuningan,Lebakwangi,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20224,,Kuningan,Luragung,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20225,,Kuningan,Maleber,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20226,,Kuningan,Mandirancan,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20228,,Kuningan,Nusaherang,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20230,,Kuningan,Pancalang,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20231,,Kuningan,Pasawahan,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20232,,Kuningan,Selajambe,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20233,,Kuningan,Sindangagung,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20234,,Kuningan,Subang,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20237,,Kuningan,Cigandamekar,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20238,,Kuningan,Ciwaru,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20300,,Majalengka,Majalengka,CBN,13000,2 - 3,12000,3 - 6,19000,13
CBN20301,,Majalengka,Argapura,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20302,,Majalengka,Bantarujeg,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20303,,Majalengka,Cikijing,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20304,,Majalengka,Dawuan,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20305,,Majalengka,Jatiwangi,CBN,13000,2 - 3,12000,3 - 6,19000,13
CBN20306,,Majalengka,Jatitujuh,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20307,,Majalengka,Kadipaten,CBN,13000,2 - 3,12000,3 - 6,19000,13
CBN20308,,Majalengka,Kertajati,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20309,,Majalengka,Lemahsugih,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20310,,Majalengka,Leuwimunding,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20311,,Majalengka,Ligung,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20312,,Majalengka,Maja,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20313,,Majalengka,Palasah,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20314,,Majalengka,Panyingkiran,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20315,,Majalengka,Rajagaluh,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20317,,Majalengka,Sukahaji,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20318,,Majalengka,Sumber Jaya,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20319,,Majalengka,Talaga,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20320,,Majalengka,Banjaran,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20321,,Majalengka,Cigasong,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20322,,Majalengka,Cingambul,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20323,,Majalengka,Sindangwangi,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20400,,Cirebon,Sumber,CBN,13000,2 - 3,12000,3 - 6,19000,13
CBN20402,,Cirebon,Arjawinangun,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20403,,Cirebon,Astanajapura,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20404,,Cirebon,Babakan,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20405,,Cirebon,Beber,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20406,,Cirebon,Ciledug,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20407,,Cirebon,Cirebon Utara,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20408,,Cirebon,Cirebon Selatan,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20409,,Cirebon,Ciwaringin,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20410,,Cirebon,Depok,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20411,,Cirebon,Dukupuntang,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20412,,Cirebon,Gebang,CBN,16000,3 - 6,15000,4 - 7,19000,13
CBN20413,,Cirebon,Gegesik,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20414,,Cirebon,Gempol,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20415,,Cirebon,Kaliwedi,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20416,,Cirebon,Kapetakan,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20417,,Cirebon,Karangsembung,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20418,,Cirebon,Karangwareng,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20419,,Cirebon,Kedawung,CBN,16000,3 - 6,15000,4 - 7,19000,13
CBN20420,,Cirebon,Klangenan,CBN,16000,3 - 6,15000,4 - 7,19000,13
CBN20421,,Cirebon,Lemahabang,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20422,,Cirebon,Losari,CBN,13000,2 - 3,12000,3 - 6,-,13
CBN20423,,Cirebon,Mundu,CBN,16000,3 - 6,15000,4 - 7,19000,13
CBN20424,,Cirebon,Pabedilan,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20425,,Cirebon,Susukan,CBN,16000,3 - 6,15000,4 - 7,-,13
CBN20426,,Cirebon,Pabuaran,CBN,16000,3 - 6,15000,4 - 7,19000,14
CBN20427,,Cirebon,Susukanlebak,CBN,16000,3 - 6,15000,4 - 7,-,14
CBN20428,,Cirebon,Palimanan,CBN,13000,2 - 3,12000,3 - 6,19000,14
CBN20429,,Cirebon,Waled,CBN,16000,3 - 6,15000,4 - 7,-,14
CBN20430,,Cirebon,Pangenan,CBN,16000,3 - 6,15000,4 - 7,-,14
CBN20431,,Cirebon,Weru,CBN,16000,3 - 6,15000,4 - 7,19000,14
CBN20432,,Cirebon,Panguragan,CBN,16000,3 - 6,15000,4 - 7,-,14
CBN20433,,Cirebon,Pasaleman,CBN,16000,3 - 6,15000,4 - 7,-,14
CBN20434,,Cirebon,Plered,CBN,16000,3 - 6,15000,4 - 7,19000,14
CBN20435,,Cirebon,Plumbon,CBN,16000,3 - 6,15000,4 - 7,19000,14
CBN20436,,Cirebon,Tengah Tani,CBN,16000,3 - 6,15000,4 - 7,19000,14
CBN20438,,Cirebon,Sedong,CBN,16000,3 - 6,15000,4 - 7,-,14
CGK10000,,Jakarta,Jakarta,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10100,,Jakarta Barat,Jakarta Barat,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10101,,Jakarta Barat,Grogol,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10102,,Jakarta Barat,Kalideres,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10103,,Jakarta Barat,Kebon Jeruk,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10104,,Jakarta Barat,Kembangan,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10105,,Jakarta Barat,Palmerah,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10106,,Jakarta Barat,Taman Sari,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10107,,Jakarta Barat,Tambora,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10108,,Jakarta Barat,Cengkareng,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10200,,Jakarta Selatan,Jakarta Selatan,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10201,,Jakarta Selatan,Jagakarsa,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10202,,Jakarta Selatan,Kebayoran Baru,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10203,,Jakarta Selatan,Kebayoran Lama,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10204,,Jakarta Selatan,Mampang Prapatan,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10205,,Jakarta Selatan,Pancoran,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10206,,Jakarta Selatan,Pasar Minggu,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10207,,Jakarta Selatan,Pesanggrahan,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10208,,Jakarta Selatan,Setiabudi,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10209,,Jakarta Selatan,Tebet,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10211,,Jakarta Selatan,Cilandak,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10300,,Jakarta Pusat,Jakarta Pusat,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10301,,Jakarta Pusat,Cempaka Putih,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10302,,Jakarta Pusat,Gambir,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10303,,Jakarta Pusat,Johar Baru,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10304,,Jakarta Pusat,Kemayoran,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10305,,Jakarta Pusat,Menteng,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10306,,Jakarta Pusat,Sawah Besar,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10307,,Jakarta Pusat,Senen,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10308,,Jakarta Pusat,Tanah Abang,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10400,,Jakarta Utara,Jakarta Utara,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10401,,Jakarta Utara,Kelapa Gading,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10402,,Jakarta Utara,Koja,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10403,,Jakarta Utara,Pademangan,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10404,,Jakarta Utara,Penjaringan,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10405,,Jakarta Utara,Tanjung Priok,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10406,,Jakarta Utara,Cilincing,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10500,,Jakarta Timur,Jakarta Timur,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10501,,Jakarta Timur,Cakung,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10502,,Jakarta Timur,Cipayung,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10503,,Jakarta Timur,Ciracas,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10504,,Jakarta Timur,Duren Sawit,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10505,,Jakarta Timur,Jatinegara,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10506,,Jakarta Timur,Kramat Jati,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10507,,Jakarta Timur,Makassar,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10508,,Jakarta Timur,Matraman,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10509,,Jakarta Timur,Pasar Rebo,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10510,,Jakarta Timur,Pulo Gadung,CGK,8000,1 - 2,7000,2 - 3,15000,14
CGK10600,,Kepulauan Serib,Pulau Pramuka,CGK,8000,1 - 2,7000,2 - 3,-,14
CGK10601,,Kepulauan Serib,Kepulauan Seribu Selatan,CGK,8000,1 - 2,7000,2 - 3,-,14
CGK10602,,Kepulauan Serib,Kepulauan Seribu Utara,CGK,8000,1 - 2,7000,2 - 3,-,14
CLG10000,,Cilegon,Cilegon,CLG,9000,1 - 2,8000,2 - 3,19000,14
CLG10004,,Cilegon,Merak,CLG,9000,1 - 2,8000,2 - 3,19000,14
CLG10037,,Cilegon,Cibeber,CLG,9000,1 - 2,8000,2 - 3,19000,14
CLG10039,,Cilegon,Citangkil,CLG,9000,1 - 2,8000,2 - 3,19000,14
CLG10040,,Cilegon,Ciwandan,CLG,9000,1 - 2,8000,2 - 3,19000,14
CLG10041,,Cilegon,Gerogol,CLG,9000,1 - 2,8000,2 - 3,19000,14
CLG10042,,Cilegon,Jombang,CLG,9000,1 - 2,8000,2 - 3,19000,14
CLG10043,,Cilegon,Purwakarta,CLG,9000,1 - 2,8000,2 - 3,19000,14
CLG20100,,Pandeglang,Pandeglang,CLG,10000,2 - 3,9000,3 - 6,19000,14
CLG20101,,Pandeglang,Banjar,CLG,13000,3 - 6,12000,4 - 7,-,14
CLG20103,,Pandeglang,Bojong,CLG,13000,3 - 6,12000,4 - 7,-,14
CLG20105,,Pandeglang,Cadas Sari,CLG,13000,3 - 6,12000,4 - 7,,14
CLG20106,,Pandeglang,Cibaliung,CLG,13000,3 - 6,12000,4 - 7,-,14
CLG20108,,Pandeglang,Cikeusik,CLG,13000,3 - 6,12000,4 - 7,-,14
CLG20109,,Pandeglang,Cimanggu,CLG,13000,3 - 6,12000,4 - 7,-,14
CLG20110,,Pandeglang,Cimanuk,CLG,13000,3 - 6,12000,4 - 7,-,14
CLG20112,,Pandeglang,Jiput,CLG,13000,3 - 6,12000,4 - 7,-,14
CLG20113,,Pandeglang,Labuan,CLG,13000,3 - 6,12000,4 - 7,-,14
CLG20114,,Pandeglang,Mandalawangi,CLG,13000,3 - 6,12000,4 - 7,-,14
CLG20115,,Pandeglang,Menes,CLG,13000,3 - 6,12000,4 - 7,-,14
CLG20116,,Pandeglang,Munjul,CLG,13000,3 - 6,12000,4 - 7,-,14
CLG20118,,Pandeglang,Pagelaran,CLG,13000,3 - 6,12000,4 - 7,-,14
CLG20120,,Pandeglang,Saketi,CLG,13000,3 - 6,12000,4 - 7,-,14
CLG20121,,Pandeglang,Sumur,CLG,13000,3 - 6,12000,4 - 7,-,14
CLG20122,,Pandeglang,Angsana,CLG,13000,3 - 6,12000,4 - 7,-,14
CLG20123,,Pandeglang,Carita,CLG,13000,3 - 6,12000,4 - 7,-,14
CLG20124,,Pandeglang,Cibitung,CLG,13000,3 - 6,12000,4 - 7,-,14
CLG20125,,Pandeglang,Cigeulis,CLG,13000,3 - 6,12000,4 - 7,-,14
CLG20126,,Pandeglang,Cikedal,CLG,13000,3 - 6,12000,4 - 7,-,14
CLG20128,,Pandeglang,Cipeucang,CLG,13000,3 - 6,12000,4 - 7,-,14
CLG20129,,Pandeglang,Cisata,CLG,13000,3 - 6,12000,4 - 7,-,14
CLG20130,,Pandeglang,Kaduhejo,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20131,,Pandeglang,Karangtanjung,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20133,,Pandeglang,Panimbang,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20134,,Pandeglang,Patia,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20135,,Pandeglang,Picung,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20136,,Pandeglang,Sukaresmi,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20200,,Lebak,Rangkasbitung,CLG,10000,2 - 3,9000,3 - 6,19000,15
CLG20201,,Lebak,Banjarsari,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20202,,Lebak,Bayah,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20203,,Lebak,Bojongmanik,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20204,,Lebak,Cibadak,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20205,,Lebak,Cibeber,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20206,,Lebak,Cijaku,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20207,,Lebak,Cikulur,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20208,,Lebak,Cileles,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20209,,Lebak,Cimarga,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20210,,Lebak,Cipanas,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20211,,Lebak,Gunungkencana,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20212,,Lebak,Leuwidamar,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20213,,Lebak,Maja,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20214,,Lebak,Malingping,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20215,,Lebak,Muncang,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20216,,Lebak,Panggarangan,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20217,,Lebak,Sajira,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20218,,Lebak,Wanasalam,CLG,13000,3 - 6,12000,4 - 7,-,15
CLG20219,,Lebak,Warunggunung,CLG,13000,3 - 6,12000,4 - 7,,15
CLG20221,,Lebak,Curugbitung,CLG,13000,3 - 6,12000,4 - 7,-,15
